City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
geraldton,-28.7667,114.6,296.15,83,100,3.42,AU,1615915079
half moon bay,37.4636,-122.4286,284.26,66,40,3.6,US,1615915070
ancud,-41.8697,-73.8203,288.15,58,20,4.12,CL,1615915209
sayyan,15.1718,44.3244,290.18,11,0,4.22,YE,1615915209
eureka,40.8021,-124.1637,280.37,69,41,1.34,US,1615915209
taunggyi,20.7833,97.0333,289.61,33,0,0.93,MM,1615915210
busselton,-33.65,115.3333,289.82,84,62,3.12,AU,1615915210
acapulco,16.8634,-99.8901,302.15,61,20,3.09,MX,1615914970
chengde,40.9725,117.9361,277.15,30,59,1.13,CN,1615915211
mangaldai,26.4333,92.0333,293.15,73,20,1.71,IN,1615915211
promyshlennaya,54.9159,85.6385,261.15,67,20,4.0,RU,1615915212
vakhrushev,48.9833,142.9667,272.39,97,100,4.34,RU,1615915212
salaga,8.5508,-0.5188,310.5,25,0,1.19,GH,1615915212
mecca,21.4267,39.8261,300.48,39,0,2.4,SA,1615915213
aykhal,66.0,111.5,247.38,99,100,3.68,RU,1615915141
akdepe,42.0551,59.3788,272.15,64,0,8.23,TM,1615915213
nadym,65.5333,72.5167,268.0,95,100,5.3,RU,1615915192
perelyub,51.8667,50.3667,263.4,88,75,5.98,RU,1615915214
qingdao,36.0986,120.3719,280.37,65,0,2.0,CN,1615915214
provideniya,64.3833,-173.3,256.6,95,89,3.02,RU,1615915215
sept-iles,50.2001,-66.3821,263.71,26,20,4.63,CA,1615915001
sitka,57.0531,-135.33,275.15,80,90,2.57,US,1615914960
mahajanga,-15.7167,46.3167,301.15,78,20,2.57,MG,1615915215
batagay,67.6333,134.6333,248.39,84,38,2.31,RU,1615915215
bada,51.392,109.8717,260.82,96,71,1.95,RU,1615915216
jinchang,38.4953,102.1739,276.63,27,10,1.44,CN,1615915216
goundam,16.4145,-3.6708,308.92,8,0,5.87,ML,1615915217
narsaq,60.9167,-46.05,276.15,48,75,11.32,GL,1615915023
tiznit,29.5833,-9.5,295.79,33,31,3.13,MA,1615915101
avarua,-21.2078,-159.775,297.15,94,71,1.03,CK,1615915095
airai,-8.9266,125.4092,289.29,92,100,0.28,TL,1615914989
karratha,-20.7377,116.8463,301.58,61,20,2.99,AU,1615915077
ilulissat,69.2167,-51.1,261.15,72,75,5.14,GL,1615915218
islamkot,24.6997,70.177,300.52,33,65,5.61,PK,1615915218
marawi,7.9986,124.2928,296.48,91,9,1.79,PH,1615915219
labuhan,-6.8844,112.2051,299.7,80,89,1.64,ID,1615915219
rawson,-43.3002,-65.1023,288.68,66,98,13.21,AR,1615915219
pontevedra,42.431,-8.6444,294.15,37,0,3.6,ES,1615915220
seoul,37.5683,126.9778,277.15,64,0,1.03,KR,1615915052
bosaso,11.2842,49.1816,298.91,75,63,3.78,SO,1615915098
coihaique,-45.5752,-72.0662,287.15,47,20,3.09,CL,1615915221
kamenka,51.3223,42.7678,273.71,78,100,0.45,RU,1615915221
longyearbyen,78.2186,15.6401,250.15,70,20,5.14,SJ,1615915221
aklavik,68.2191,-135.0107,249.15,84,41,0.51,CA,1615914947
cherskiy,68.75,161.3,249.3,98,100,3.12,RU,1615915222
leningradskiy,69.3833,178.4167,253.6,98,100,1.61,RU,1615915223
blairmore,49.6,-114.4353,276.15,60,39,0.51,CA,1615915223
saint-philippe,-21.3585,55.7679,300.15,78,0,7.72,RE,1615914993
elizabeth city,36.2946,-76.2511,280.15,87,90,4.12,US,1615915046
ternate,0.8,127.4,300.26,79,62,2.22,ID,1615915224
nanortalik,60.1432,-45.2371,270.33,95,100,8.5,GL,1615915224
severo-kurilsk,50.6789,156.125,274.44,98,100,4.58,RU,1615915224
kisangani,0.5167,25.2,295.77,86,98,1.63,CD,1615915225
huarmey,-10.0681,-78.1522,298.94,68,80,4.97,PE,1615915039
norman wells,65.282,-126.8329,243.15,76,20,1.03,CA,1615915059
imeni poliny osipenko,52.4201,136.4853,262.32,78,100,6.05,RU,1615915225
saint-augustin,51.226,-58.6502,265.94,81,100,4.65,CA,1615915054
lavrentiya,65.5833,-171.0,254.82,98,96,1.58,RU,1615915226
rafaela,-31.2503,-61.4867,295.37,67,100,2.68,AR,1615915226
taoudenni,22.6783,-3.9836,305.01,10,0,4.53,ML,1615915226
westport,41.1415,-73.3579,272.59,31,75,2.06,US,1615915057
jorochito,-18.05,-63.4333,302.15,69,75,7.72,BO,1615915227
joao pinheiro,-17.7425,-46.1725,299.61,66,35,2.63,BR,1615915015
lhokseumawe,5.1801,97.1507,299.59,79,100,1.61,ID,1615915227
pangody,65.85,74.4859,266.67,95,100,4.9,RU,1615915228
axim,4.8699,-2.2405,301.81,74,5,4.86,GH,1615915229
cape town,-33.9258,18.4232,294.15,64,20,9.77,ZA,1615914544
makinsk,52.6292,70.4169,260.28,92,95,5.42,KZ,1615915229
torbay,47.6666,-52.7314,272.04,93,90,9.26,CA,1615915230
malumfashi,11.7853,7.6218,308.3,12,83,2.22,NG,1615915230
erdenet,49.0333,104.0833,263.78,91,23,1.53,MN,1615915230
cidreira,-30.1811,-50.2056,299.57,76,38,5.95,BR,1615914996
coruripe,-10.1256,-36.1756,302.56,48,0,5.04,BR,1615915231
carnarvon,-24.8667,113.6333,299.15,83,40,6.17,AU,1615915015
muskogee,35.5834,-95.3336,293.15,39,1,6.17,US,1615915232
hermanus,-34.4187,19.2345,292.04,75,79,0.89,ZA,1615915232
arraial do cabo,-22.9661,-42.0278,305.15,66,0,5.66,BR,1615915233
warri,5.5167,5.75,302.69,67,99,2.96,NG,1615915091
yerbogachen,61.2767,108.0108,263.94,93,96,4.78,RU,1615915233
kaeo,-35.1,173.7833,288.71,91,100,0.45,NZ,1615915234
portland,45.5234,-122.6762,278.15,75,40,1.54,US,1615915080
muros,42.7762,-9.0603,293.71,41,1,5.81,ES,1615915234
castro,-24.7911,-50.0119,300.43,57,7,2.43,BR,1615915234
san quintin,30.4833,-115.95,286.06,53,58,9.41,MX,1615915235
shetpe,44.1667,52.1167,275.61,43,100,13.85,KZ,1615915235
tomatlan,19.9333,-105.25,302.41,33,0,2.51,MX,1615915236
vilcun,-38.65,-72.2333,291.15,68,75,3.09,CL,1615915236
sao filipe,14.8961,-24.4956,295.74,73,0,6.19,CV,1615915236
mount gambier,-37.8333,140.7667,284.15,93,0,1.03,AU,1615915237
belyy yar,53.6039,91.3903,257.15,85,0,2.0,RU,1615915237
victoria,22.2855,114.1577,296.48,85,0,2.55,HK,1615915093
isangel,-19.55,169.2667,297.83,85,2,3.14,VU,1615914955
fairlie,55.756,-4.8556,285.93,74,74,2.68,GB,1615915238
hobyo,5.3505,48.5268,300.46,76,63,6.27,SO,1615914999
karlshamn,56.1706,14.8619,278.15,93,0,1.03,SE,1615915090
hirara,24.8,125.2833,295.34,83,18,5.26,JP,1615915239
deputatskiy,69.3,139.9,245.57,86,100,1.62,RU,1615915239
lardos,36.0942,28.0157,287.59,62,40,1.54,GR,1615915240
saskylakh,71.9167,114.0833,235.4,97,82,3.47,RU,1615915240
sisimiut,66.9395,-53.6735,257.93,84,96,2.21,GL,1615915240
alta floresta,-9.8756,-56.0861,303.93,68,60,0.41,BR,1615915241
hobart,-42.8794,147.3294,283.71,87,74,3.09,AU,1615915165
lashio,22.9333,97.75,290.72,42,0,0.64,MM,1615915242
petropavlovsk-kamchatskiy,53.0452,158.6483,278.15,70,75,3.0,RU,1615915210
pacific grove,36.6177,-121.9166,283.15,78,10,1.79,US,1615915061
sur,22.5667,59.5289,297.1,63,0,1.89,OM,1615915243
vicuna,-30.0319,-70.7081,299.26,30,0,1.34,CL,1615915029
ilebo,-4.3167,20.5833,298.26,83,100,0.6,CD,1615915243
kaitangata,-46.2817,169.8464,284.26,71,83,4.92,NZ,1615915244
faanui,-16.4833,-151.75,300.87,72,100,4.55,PF,1615915002
hami,42.8,93.45,279.14,39,100,1.11,CN,1615915244
playas,-2.6333,-80.3833,299.98,76,80,4.41,EC,1615915245
sao felix do xingu,-6.6447,-51.995,303.9,65,50,0.51,BR,1615915245
innisfail,-17.5333,146.0333,295.98,91,54,1.75,AU,1615915245
along,28.1667,94.7667,290.75,85,25,0.98,IN,1615915246
bandarbeyla,9.4942,50.8122,299.13,79,99,6.4,SO,1615915246
okha,53.5739,142.9478,264.0,76,100,7.96,RU,1615915247
san patricio,28.017,-97.5169,297.15,100,90,4.63,US,1615915247
conde,-7.2597,-34.9075,302.15,70,40,7.2,BR,1615915248
bontang,0.1333,117.5,300.92,83,80,2.75,ID,1615915248
chokurdakh,70.6333,147.9167,240.53,91,44,3.72,RU,1615915248
kutum,14.2,24.6667,299.84,8,17,3.51,SD,1615915249
chimbote,-9.0853,-78.5783,299.06,65,59,5.19,PE,1615915249
bilma,18.6853,12.9164,303.93,10,64,3.4,NE,1615915250
maple creek,49.9168,-109.4848,274.15,64,81,1.54,CA,1615915250
ewa beach,21.3156,-158.0072,295.15,78,40,4.12,US,1615915250
tahoua,14.8888,5.2692,311.15,8,0,3.09,NE,1615915251
jinji,23.2281,110.8261,296.45,77,25,1.39,CN,1615915251
mar del plata,-38.0023,-57.5575,297.59,83,90,2.06,AR,1615915226
darhan,49.4867,105.9228,264.29,84,10,0.99,MN,1615915252
vilyuysk,63.7553,121.6247,262.45,93,100,3.56,RU,1615915253
tambo,-14.8,-73.9167,280.37,76,87,4.12,PE,1615915253
najran,17.4924,44.1277,299.15,12,0,4.12,SA,1615915254
elk city,35.412,-99.4043,290.15,42,1,5.14,US,1615915254
abaete,-19.16,-45.4458,302.21,53,17,1.42,BR,1615915254
monrovia,6.3005,-10.7969,302.15,70,75,3.6,LR,1615914973
lebu,-37.6167,-73.65,289.42,71,100,5.09,CL,1615914974
thinadhoo,0.5333,72.9333,301.16,71,100,3.12,MV,1615915255
elblag,54.1522,19.4088,277.59,80,7,0.89,PL,1615915255
chuy,-33.6971,-53.4616,299.31,61,100,5.6,UY,1615915257
turtas,58.9417,69.1325,268.99,94,100,3.83,RU,1615915257
evensk,61.95,159.2333,258.48,66,7,4.02,RU,1615915257
grand gaube,-20.0064,57.6608,298.71,81,68,1.34,MU,1615915258
ndele,8.4109,20.6473,301.46,53,90,5.02,CF,1615915258
nevelsk,46.6733,141.8633,271.15,100,100,4.0,RU,1615915259
khatanga,71.9667,102.5,232.06,97,87,3.91,RU,1615914992
cockburn town,21.4612,-71.1419,299.15,61,40,4.63,TC,1615915023
thompson,55.7435,-97.8558,265.15,45,20,2.57,CA,1615915259
lagoa,39.05,-27.9833,289.0,91,47,10.87,PT,1615915260
alegrete,-29.7831,-55.7919,309.74,25,35,2.77,BR,1615915260
middletown,39.5151,-84.3983,284.26,100,90,1.54,US,1615915169
dunedin,-45.8742,170.5036,285.37,64,49,3.13,NZ,1615915261
adrar,20.5022,-10.0711,304.49,8,0,3.32,MR,1615915261
miri,4.4148,114.0089,298.71,100,40,1.54,MY,1615915262
ijui,-28.3878,-53.9147,306.15,46,0,5.14,BR,1615915158
tamluk,22.3,87.9167,300.15,47,20,3.46,IN,1615915262
harper,4.375,-7.7169,300.94,80,31,5.48,LR,1615915262
pisco,-13.7,-76.2167,297.59,73,0,4.12,PE,1615915039
fort-shevchenko,44.5086,50.263,277.76,47,100,14.55,KZ,1615915263
saint george,37.1041,-113.5841,278.15,93,90,2.06,US,1615915110
edgewater,28.9889,-80.9023,300.15,57,40,5.14,US,1615915264
north bend,43.4065,-124.2243,279.82,81,1,2.23,US,1615915264
ballina,-28.8667,153.5667,292.15,94,75,1.54,AU,1615915264
khandagayty,50.7333,92.05,259.03,81,80,3.15,RU,1615915265
fortuna,40.5982,-124.1573,280.93,70,1,3.09,US,1615915001
neuquen,-38.9516,-68.0591,298.15,33,75,4.12,AR,1615915083
kousseri,12.0769,15.0306,312.15,8,84,4.63,CM,1615915265
kailua,21.4022,-157.7394,294.15,100,90,7.2,US,1615915266
yaring,6.8662,101.3689,297.46,86,37,3.68,TH,1615915266
sfantu gheorghe,45.8667,25.7833,273.15,94,100,2.58,RO,1615915267
padang,-0.9492,100.3543,297.15,100,40,1.03,ID,1615915021
ziway,7.9333,38.7167,298.07,33,66,9.56,ET,1615915267
tuatapere,-46.1333,167.6833,283.15,92,91,2.24,NZ,1615915267
hualmay,-11.0964,-77.6139,298.65,69,22,5.3,PE,1615915268
elko,41.0002,-115.5012,278.15,65,40,6.69,US,1615915150
port-gentil,-0.7193,8.7815,300.15,83,90,3.6,GA,1615915016
sangar,63.9242,127.4739,256.3,93,100,5.78,RU,1615915269
riyadh,24.6877,46.7219,304.15,18,84,2.57,SA,1615915091
kungurtug,50.5994,97.5228,263.26,96,100,0.69,RU,1615915070
arlit,18.7369,7.3853,308.37,9,0,4.09,NE,1615915269
la crosse,43.8014,-91.2396,275.15,69,90,1.54,US,1615915270
bergen,60.392,5.328,277.59,52,40,5.14,NO,1615915270
waipawa,-41.4122,175.5153,283.15,81,26,1.03,NZ,1615915270
san jose,37.3394,-121.895,284.26,66,20,3.09,US,1615915009
kjollefjord,70.9457,27.3465,265.15,73,75,8.75,NO,1615915271
kulu,39.0951,33.0799,279.44,56,57,8.02,TR,1615915271
filingue,14.3521,3.3168,312.25,11,9,2.4,NE,1615915272
hokitika,-42.7167,170.9667,283.57,84,3,2.91,NZ,1615915272
bengkulu,-3.8004,102.2655,297.98,86,90,1.78,ID,1615915273
sorland,67.667,12.6934,275.15,69,0,2.06,NO,1615915273
kysyl-syr,63.8986,122.7617,262.95,94,100,3.42,RU,1615915273
bluff,-46.6,168.3333,283.15,92,99,2.24,NZ,1615915274
lamont,35.2597,-118.9143,283.15,66,1,1.54,US,1615915274
christchurch,-43.5333,172.6333,284.26,87,90,1.03,NZ,1615914731
amurzet,47.6967,131.0981,268.27,78,18,4.05,RU,1615915275
laohekou,32.3858,111.6678,279.82,64,100,0.45,CN,1615915275
pajapan,18.25,-94.7,303.15,58,1,3.09,MX,1615915276
vondrozo,-22.8167,47.2833,293.87,97,99,0.6,MG,1615915276
port macquarie,-31.4333,152.9167,292.15,100,75,3.09,AU,1615915276
kaduqli,11.0167,29.7167,306.5,19,44,0.75,SD,1615915277
roura,4.7263,-52.3274,303.15,62,40,6.17,GF,1615915277
batticaloa,7.7102,81.6924,299.76,81,17,3.64,LK,1615915278
lompoc,34.6391,-120.4579,284.15,54,1,4.12,US,1615915071
grand-santi,4.25,-54.3833,304.09,53,61,2.37,GF,1615915278
shelburne,44.0787,-80.2041,275.93,39,100,1.79,CA,1615915279
shimoda,34.6667,138.95,287.04,53,4,0.45,JP,1615915279
kalaswala,32.2009,74.6491,294.15,73,40,2.67,PK,1615915279
bemidji,47.4736,-94.8803,275.93,74,90,1.54,US,1615915219
victoria point,-27.5833,153.3,293.15,94,90,3.09,AU,1615915281
kargat,55.1956,80.2811,262.1,93,97,4.71,RU,1615915282
ravenna,44.4167,11.9833,285.37,47,10,0.45,IT,1615915282
nabire,-3.3667,135.4833,297.05,91,92,1.9,ID,1615915103
sandwick,60.0,-1.25,281.15,76,20,10.29,GB,1615915282
touros,-5.1989,-35.4608,304.15,58,40,7.2,BR,1615915283
sao joao da barra,-21.6403,-41.0511,303.15,58,0,6.17,BR,1615915283
beringovskiy,63.05,179.3167,262.24,81,100,2.2,RU,1615915052
ingham,42.6,-84.3833,279.26,75,90,1.25,US,1615915126
hofn,64.2539,-15.2082,279.57,75,97,1.29,IS,1615915284
nanakuli,21.3906,-158.1547,295.15,78,40,4.12,US,1615915284
khandyga,62.6667,135.6,253.94,93,100,2.49,RU,1615915284
tiksi,71.6872,128.8694,249.19,98,100,1.02,RU,1615915285
nieuw amsterdam,5.8833,-55.0833,304.82,62,40,4.12,SR,1615915286
ahuimanu,21.4447,-157.8378,294.15,100,90,7.2,US,1615915041
dourbali,11.8091,15.8632,310.99,11,100,2.58,TD,1615915286
moerai,-22.4333,-151.3333,299.22,74,90,10.57,PF,1615915287
pochutla,15.7432,-96.4661,304.26,55,1,4.15,MX,1615915287
kautokeino,69.0125,23.0412,259.98,90,95,2.41,NO,1615915017
meulaboh,4.1363,96.1285,298.67,85,99,1.48,ID,1615915288
prince rupert,54.3161,-130.3201,278.15,93,90,4.12,CA,1615915167
sioux lookout,50.1001,-91.917,277.15,52,75,2.57,CA,1615915288
mosquera,4.7059,-74.2302,290.15,63,75,2.14,CO,1615915288
yulara,-25.2406,130.9889,290.15,29,86,3.6,AU,1615915289
ketchikan,55.3422,-131.6461,276.15,93,90,2.57,US,1615915289
grindavik,63.8424,-22.4338,280.15,100,90,6.69,IS,1615915290
fairbanks,64.8378,-147.7164,256.48,85,90,0.11,US,1615915098
nuuk,64.1835,-51.7216,264.15,79,90,8.23,GL,1615915290
oruro,-17.9833,-67.15,290.15,51,40,2.06,BO,1615915291
vila velha,-20.3297,-40.2925,304.26,58,20,7.2,BR,1615915030
gazimurskiy zavod,51.5461,118.3266,258.73,84,94,0.81,RU,1615915291
salto,-31.3833,-57.9667,293.15,100,90,3.09,UY,1615915106
voi,-3.3945,38.563,300.72,54,90,4.49,KE,1615915292
ixtapa,20.7,-105.2,295.15,64,1,2.06,MX,1615915021
uruzgan,32.8333,66.0,285.82,39,9,0.55,AF,1615915292
asau,46.4333,26.4,277.04,66,100,4.31,RO,1615915293
smithers,54.7804,-127.1743,275.15,64,75,2.06,CA,1615915293
beaumont,30.0861,-94.1019,297.15,88,90,5.14,US,1615915112
chapais,49.7834,-74.8492,270.15,36,1,4.12,CA,1615915294
cuamba,-14.8031,36.5372,294.56,95,100,1.7,MZ,1615915294
nybro,56.7446,15.9071,276.15,81,0,1.03,SE,1615915294
mackenzie,55.2999,-123.1698,272.15,55,1,5.14,CA,1615915295
northam,51.0333,-4.2167,284.82,81,58,1.79,GB,1615915295
key west,24.5557,-81.7826,301.15,61,20,6.69,US,1615915296
port lincoln,-34.7333,135.8667,289.3,90,0,4.05,AU,1615915296
praia da vitoria,38.7333,-27.0667,290.15,88,75,7.72,PT,1615915296
hunchun,42.8675,130.3581,270.92,46,0,3.89,CN,1615915297
pemangkat,1.1667,108.9667,299.43,87,98,2.14,ID,1615915297
roald,62.5833,6.1333,275.15,64,40,2.57,NO,1615915298
ponta do sol,32.6667,-17.1,291.48,68,20,9.77,PT,1615915298
hadejia,12.4498,10.0444,309.15,10,79,2.76,NG,1615915299
oriximina,-1.7656,-55.8661,304.0,63,14,2.24,BR,1615915299
kieta,-6.2167,155.6333,298.02,84,1,1.46,PG,1615915300
constitucion,-35.3333,-72.4167,291.46,60,90,4.2,CL,1615915300
el oro,26.8667,-105.85,293.6,5,3,10.18,MX,1615915300
tromso,69.6496,18.957,270.15,68,75,2.06,NO,1615915301
raudeberg,61.9875,5.1352,274.82,87,40,3.1,NO,1615915301
khaga,25.7833,81.1167,298.41,18,0,2.8,IN,1615915156
komsomolskiy,40.4272,71.7189,277.15,75,100,1.03,UZ,1615915302
lisakovsk,52.5369,62.4936,261.9,80,100,4.54,KZ,1615915155
lakes entrance,-37.8811,147.981,286.48,91,4,5.01,AU,1615915302
ponta grossa,-25.095,-50.1619,299.02,68,11,2.54,BR,1615915303
port augusta,-32.5,137.7667,290.37,88,0,2.06,AU,1615915303
kondagaon,19.6,81.6667,296.56,24,17,1.62,IN,1615915304
mlonggo,-6.5333,110.7,299.04,84,100,1.42,ID,1615915304
mocoa,1.1493,-76.6466,298.77,82,100,0.68,CO,1615915305
bouza,14.4229,6.0428,310.58,9,47,4.07,NE,1615915305
lasa,46.6166,10.7002,284.15,59,40,3.09,IT,1615915306
hongjiang,27.11,109.9956,291.81,96,98,1.1,CN,1615915306
margate,51.3813,1.3862,282.59,87,99,3.58,GB,1615915306
polignano a mare,40.9959,17.2159,284.82,53,20,6.17,IT,1615915307
klaksvik,62.2266,-6.589,281.15,81,75,8.23,FO,1615915307
kholodnyy,62.7167,147.95,242.36,72,0,1.38,RU,1615915308
henties bay,-22.116,14.2845,289.82,87,3,1.79,NA,1615915308
san cristobal,7.7669,-72.225,299.15,83,75,1.54,VE,1615915309
zheleznodorozhnyy,55.7503,38.0042,275.15,80,75,3.0,RU,1615915309
kamaishi,39.2667,141.8833,276.53,65,0,3.95,JP,1615915309
batemans bay,-35.7167,150.1833,289.26,85,97,0.45,AU,1615915310
kavaratti,10.5669,72.642,301.64,71,89,4.72,IN,1615915311
wattegama,6.7989,81.4808,296.26,91,57,2.14,LK,1615915311
chernyshevskiy,63.0128,112.4714,262.08,93,99,3.97,RU,1615915311
peniche,39.3558,-9.3811,293.15,46,0,5.36,PT,1615915072
mezen,65.8522,44.24,267.51,96,98,1.33,RU,1615915312
teresina,-5.0892,-42.8019,305.15,62,75,2.57,BR,1615915312
lincoln,40.8,-96.667,279.26,87,90,3.6,US,1615914994
bakel,14.905,-12.4568,312.09,7,0,2.9,SN,1615915313
lewistown,40.5992,-77.5714,276.15,41,75,2.57,US,1615915314
wuda,39.4994,106.7117,275.71,23,9,0.97,CN,1615915314
tubli,13.9318,124.1478,298.67,90,18,1.8,PH,1615915315
gabu,12.2833,-14.2167,313.87,9,7,1.67,GW,1615915093
salalah,17.0151,54.0924,300.15,61,0,0.51,OM,1615915291
batouri,4.4333,14.3667,296.3,75,100,1.92,CM,1615915315
avera,33.194,-82.5271,284.15,82,90,4.63,US,1615915316
sarangani,5.4033,125.4636,301.39,76,12,4.63,PH,1615915317
chiredzi,-21.05,31.6667,297.3,53,0,2.9,ZW,1615915317
ambulu,-8.345,113.6058,297.81,91,74,1.54,ID,1615915317
tura,25.5198,90.2201,295.3,23,0,1.44,IN,1615915318
